user_login,cluster,umap_x,umap_y
nick_cremona,8,-2.5383022,-7.3670416
nickgalli,9,-7.434458,-4.841215
nicohgs,2,-2.9477472,-4.318737
nicolacrockford,0,-9.610907,-7.1008883
nicolas_burilli,3,-12.712337,-2.975624
nicolebrown,2,-2.6214345,-3.441559
nicolelimaoo,11,-2.8672957,-2.5760002
nicolesantana,7,-5.9340053,-10.852088
nicollas-araujo,2,-2.1354973,-3.512495
nihcristina,10,-1.6848099,-5.090108
nikolas_navaridas,3,-12.299685,-2.4726036
nilsoncazorino,3,-12.849632,-2.6787553
ninhoninhoninho,3,-12.470431,-2.814835
njanuario,10,-2.3661456,-5.733506
nyura,1,-5.5811615,-7.8723783
nyxthecrow,10,-1.3597673,-6.580981
ob1963,7,-5.1027603,-9.937696
obsnat,0,-7.3811746,-7.3389206
ocautum,5,-4.354705,-1.4678099
oculi,6,1.553027,-3.055406
odair_almeida,3,-12.2746315,-2.5843158
okadaclara,11,-1.674954,-2.2045827
oliverioluca_srg,8,-3.4207354,-8.232019
onebadgloopandxedowhatiyoinky,8,-2.80518,-8.743699
oresho_,5,-4.5666614,-3.6752112
ornitorrafa,11,-2.6485963,-2.0532625
osantana,7,-5.898595,-10.651086
osvaldo93118,10,-1.3853338,-5.7408853
osvaldo_luiz,2,-2.452849,-4.795553
oswrod,8,-1.488949,-7.5297303
otakejame,0,-7.937193,-8.004551
otimar,10,-2.4607553,-6.230608
otsenreijuy,6,1.1496873,-3.2115414
otto_heringer,13,-6.242292,-1.0552411
ozthebard,1,-4.9929714,-6.448292
paalves,5,-5.222081,-2.507444
pablo357,4,-5.4113126,-5.146152
pablo951,5,-3.8611689,-2.6429954
padraicflood,0,-8.367974,-6.914086
paivabeloch,1,-4.8087378,-8.114915
palhp,1,-4.721208,-6.490451
palomahenriques,7,-6.0222635,-10.593333
pamela858,12,-7.254101,-3.4923928
pamlims23,12,-5.68484,-3.2062166
passrod9,3,-12.889744,-2.3027549
patatnature,1,-3.6502972,-6.0108895
patchfalcon,1,-5.611339,-7.885887
patihiromi,3,-12.418504,-2.693215
patoreos2001,3,-12.16351,-2.6521184
patricia143,10,-2.0775013,-5.2010026
patricia1646,3,-12.633657,-2.5742347
patricia_de_andrade_mota,6,0.24192618,-4.8176527
patriciajardim,8,-1.4398648,-7.5089145
patricianicoloso,0,-9.48218,-7.131687
patriciasperes,5,-4.5725784,-3.7804847
patrickperson,10,-1.4722598,-6.6087427
pattarian,5,-4.389295,-1.5844618
pattylomonaco,13,-6.2737665,-1.0078682
paulaprado,11,-2.7016652,-1.692568
paularomano,4,-5.427484,-4.63164
paulo195,13,-6.036541,-0.7480518
paulo317,9,-7.239493,-3.8805456
paulo512,4,-4.547408,-4.9435005
paulobambirra,7,-5.969318,-10.638238
paulomoura,9,-7.228647,-3.8106189
paulomuzio,7,-5.0934744,-9.982939
pauloricardoberti,0,-7.949711,-8.0668545
paulovaccaro,10,-3.1202614,-6.234771
paultavares,0,-9.653796,-6.921287
pavelned,1,-4.783834,-8.122182
pealan,3,-12.940482,-2.6834888
pecardoso,1,-5.181081,-7.311814
peccza,2,-1.4688497,-3.6895022
pedro-august0,1,-3.3378675,-6.1779265
pedro1305,4,-5.938688,-5.7475767
pedro32630,13,-6.0606766,-0.8041381
pedro411,13,-5.9025636,-0.71375406
pedro_augusto_janini_de_oliveira,0,-9.339588,-7.1236057
pedro_cardim,10,-1.3426292,-5.462863
pedro_lafin_,5,-5.0188575,-2.48236
pedro_medeiros,4,-6.434578,-4.7947297
pedroabilleira,4,-5.448243,-4.3684945
pedroconessa,5,-4.4484735,-3.633336
pedrogfel,6,1.5170959,-3.1028352
pedromarga,12,-5.6394887,-3.4303858
pedromflt,0,-9.471808,-7.143618
pedromira,2,-1.5517665,-3.5679765
pedrosantosbio,2,-1.4889454,-3.5957434
pedrosantz,0,-8.40627,-7.0268974
pedrotterres,0,-9.556718,-7.119259
pedrozani,1,-3.8282766,-7.683197
pegambaro,8,-2.100723,-8.362459
peixoto,2,-3.1122985,-4.5491643
pequenojun,11,-1.6747069,-2.2055676
perca31,3,-13.013717,-2.9351192
persio_martins,2,-2.674523,-3.4393325
pesqu-isadora,0,-8.0344305,-7.738865
petrusradames,11,-2.9912858,-1.6148605
pfsmorigo,4,-4.787943,-4.739518
phfgomes,9,-7.115426,-4.877672
phorusrhacoslongissimus,8,-3.2797906,-8.433952
pietra_venegas,10,-1.6717844,-5.5008574
pietronovazzi,0,-7.3974257,-7.3437967
pignutmagpie,12,-5.687603,-3.2081761
pimwnta,0,-8.050953,-7.8683214
pinheirochagas,7,-4.6052732,-9.868671
pj37548,1,-3.7450883,-7.3096194
pokemonmaster2007,5,-3.8540027,-2.6422982
polly_p,6,0.2810468,-5.0396886
polvoxilofonista,1,-5.597347,-7.9213576
pri53457,9,-8.558681,-4.504614
pricsp,10,-2.364534,-4.937039
priscila134,7,-6.1615143,-10.307161
priscila28,1,-3.75401,-7.3947563
priscilafornitani,2,-3.3811605,-4.6365733
priscilariosmartins,3,-12.678461,-3.3566563
profa_nathalia,5,-4.83436,-2.1293602
professorrodnil,12,-6.2085967,-2.7782793
proko200,4,-6.458747,-6.798694
pseudocetus,12,-6.0300336,-3.4579048
ptrmaria,1,-4.044522,-5.8526793
puduserpeor,7,-5.828549,-10.79225
puodz,0,-8.908444,-7.14767
pvenhuis,4,-6.4406223,-5.6290894
quintas1,5,-4.6498566,-3.5584638
r-menezes,11,-2.6924577,-1.5700748
r14,10,-2.9762423,-6.1465154
raf94300,3,-12.749686,-2.7875454
rafael_frv,10,-1.3609098,-6.4751296
rafaela_falaschi,10,-1.2422609,-5.069155
rafaelcabral,5,-3.9287612,-3.1807275
rafaeldosanjos,0,-7.556926,-6.82538
rafaelmartins,5,-3.9162128,-3.1199822
rafaelmedeiros,6,1.5063334,-3.0976255
rafaelpaulutti,10,-1.437107,-5.423309
rafaelt,2,-1.5138657,-3.6509109
rafagarc,6,1.0001634,-3.2793608
rafalopss,11,-2.8831532,-2.5577404
rafarrinho,1,-5.120604,-7.263538
rafaspalding,0,-9.427301,-7.095899
rafelgonzalez,3,-12.188626,-2.0834346
rafitosc,5,-5.0701246,-2.4874291
raianenovaes25,7,-6.86957,-9.125233
rainhead,7,-5.1999598,-10.107188
rainninho_,10,-1.1120968,-6.0000367
ramon256,4,-6.077359,-5.9308686
ramonalves,1,-3.558479,-6.09362
ramonlopes25,3,-12.157133,-2.8057942
ramonzito,12,-5.291711,-3.9812455
ranirc,5,-4.546568,-3.686932
raphader,1,-4.0983233,-5.8055406
raphael_borges,10,-1.2573946,-5.371363
raphael_camboa,4,-6.3568635,-6.092553
raphaelanbraz,12,-6.05921,-3.5805314
raphahiroshi,4,-6.2716284,-5.9866576
raposina,0,-9.446772,-6.981692
raquelfacuri,1,-4.642257,-8.245482
raquelnb,5,-4.3165245,-1.5302961
raul_landgraf,2,-2.6232417,-3.4039006
raulguimares,3,-12.451514,-2.5465558
raviaraujo,4,-5.598096,-4.494564
rayanafeltrin,5,-4.3145595,-1.5402186
raykat,4,-6.1269827,-5.6414995
rbaratho,6,1.4613272,-3.0534942
rebecamaciel,8,-2.4739,-8.663015
regi_,5,-3.9648159,-3.2079337
reinaldocoelho,2,-2.625412,-3.5345135
remi_bigonneau,9,-7.5754404,-4.7427382
renanh,9,-7.440534,-4.127185
renanrc25,5,-5.05977,-2.359333
renata362,9,-8.111813,-5.3995743
renata7107,0,-9.341141,-6.437151
renata_laide_silva,10,-1.8770869,-5.078406
renatabeco,1,-4.566404,-7.7479815
renatahaga,1,-4.589496,-8.235539
renatalepage,12,-5.5020633,-3.9229226
renato189,12,-5.993061,-3.488338
renatohugo,3,-12.766067,-2.0412612
renegoncalves11,12,-5.664513,-4.1796536
renner3,4,-6.2794085,-5.701844
rharry,8,-3.4650137,-7.540706
ribeirof,10,-2.1245081,-5.253034
rica42,10,-1.8803482,-5.4113436
ricardo1179,4,-6.3951483,-5.9905586
ricardo371,5,-4.4995146,-3.758565
ricardo935,7,-5.886213,-10.815923
ricardo976,9,-7.8216467,-4.766291
ricardo_carrano,8,-2.673507,-7.1670065
ricardocarmo,3,-12.6774,-3.3715675
richardclocherty,1,-5.6327553,-7.9263573
richardyank,10,-1.8735336,-4.9518647
rinaaamc,2,-2.8128564,-4.3094807
ringmike,0,-7.636109,-6.7732873
ritasouza,4,-6.496441,-6.795838
rmairipora,9,-7.349137,-3.5906472
rmiyamoto,7,-4.567306,-9.877094
rmunhaz,2,-2.5266137,-4.4856033
rob21,0,-8.317705,-6.9397817
roberta312,8,-1.3527155,-7.3587236
robertaale,0,-7.5003705,-6.5004835
robertaboucas,10,-1.3743416,-6.498056
roberto815,1,-5.646648,-7.954185
roberto_guersil,1,-5.4560323,-7.7487073
robgrss,1,-4.546483,-7.912353
robinjames,1,-5.21595,-7.224576
rodjam,9,-8.632839,-4.4604244
rodolfosena,0,-9.33947,-6.818113
rodolphsartin,1,-5.1782966,-7.2959228
rodrigo048,2,-3.392587,-4.6206446
rodrigo103,10,-1.6403512,-5.0896974
rodrigo5757,5,-4.4830055,-3.6920962
rodrigo83447,1,-3.5770867,-5.999658
rodrigo_boschini,8,-1.5057273,-7.524884
rodrigo_lazaro,4,-5.0096903,-4.394804
rodrigoaleixo,4,-5.472601,-5.053451
rodrigoalvesdeoliveira,0,-7.9419537,-7.9295454
rodrigocapela,0,-7.8731546,-8.02196
rodrigocastello,6,1.0605795,-3.2726967
rodrigodios,10,-2.0488834,-4.8337717
rodrigomutuca,8,-2.4738555,-7.5782847
rodrigosapienza,11,-2.7909973,-2.9355373
rodriguerz,3,-13.343768,-2.3980095
rodrigusleitis,8,-2.5605268,-8.337808
rodrisousa,4,-5.0467834,-4.7468624
roe_brasil,4,-7.016145,-5.6663895
roforlani,7,-6.174229,-10.436892
rogeriomachado,10,-3.0806997,-6.1476293
rohang,1,-4.065828,-5.7817388
rolandisimo,9,-7.310829,-3.791496
romaobio,9,-7.9617906,-4.616497
romeu2,4,-6.6048503,-5.5937343
romulocenci,1,-3.6393487,-7.366524
ronaldo_g_lebowski,5,-4.967738,-4.0101504
ronaldobarbatana,1,-4.6737914,-6.9243517
roneymc,2,-1.4947661,-3.6519873
ronissouza,3,-12.622628,-3.1625273
rosana3355,4,-5.127953,-5.57825
rosana45,4,-6.1235213,-5.9950414
rosanepimentel,4,-6.000935,-6.499285
roseduf,3,-12.89866,-2.6085787
roziane,12,-5.8606544,-3.3775902
rponciano94,8,-2.697675,-6.992179
rrocharibeiro,11,-3.1615872,-1.4693615
ruan_araujo,8,-3.3491497,-8.459854
ruansalvador,6,1.5432239,-3.1062973
rubens_miranda,4,-6.2603326,-5.7846737
ruteprof,1,-4.700571,-8.158151
ryanoliveirafagundes,9,-7.305408,-3.8317015
s_13,10,-2.090258,-4.8950043
s_biia,2,-2.6924489,-3.3274841
sabeitum,0,-8.332876,-7.031956
sabrina747,4,-5.445156,-4.99446
sabrina_mayumi,11,-3.1364973,-1.4597877
sabrina_vargas,4,-6.046187,-5.56347
sabrsz,7,-4.588429,-9.933333
sacred_ibis,10,-1.7430005,-5.3916097
sah_veiga,4,-5.4991384,-5.010111
salamanderz,0,-9.512231,-6.557691
salvador_ayala,0,-7.9752564,-7.891918
sam072,7,-5.7323327,-10.809851
samwilhelm,3,-12.512793,-2.4501472
sandiamant,2,-2.8836234,-4.318906
sandra164,1,-4.577319,-8.266918
sandra2071,3,-13.096248,-2.3845124
sandragasp,3,-12.613672,-2.1428857
sandrapaulino,9,-7.887687,-5.308575
sandro57,1,-4.9871626,-6.4387937
sandrovonmatter,5,-3.8822849,-2.659346
saraanjos,5,-3.869622,-2.6128604
sarah_rocha,7,-6.868143,-9.0793295
sarahrocam,3,-12.622927,-2.146137
sarahsalviano,11,-1.6652018,-2.2046592
saulechev,4,-6.490787,-5.9036055
sayoicometti,1,-5.0861683,-7.379094
sbzarur,9,-8.541212,-4.517424
schamall,3,-12.718947,-2.735923
scottmatzen,4,-6.4557,-6.802519
searcherale,1,-4.753951,-8.227961
sebastianarayasegovia,10,-2.4706402,-6.070196
sebob,5,-5.0756626,-2.4845064
sergcat,9,-7.7060366,-4.872826
sergio9914,0,-8.324222,-6.944577
sergioizidoro,6,1.5185614,-3.0633907
sethra,1,-4.2373533,-7.6402254
sg7002,9,-7.135595,-3.7593281
sh_rodes,4,-5.3521376,-4.509159
sheila450,7,-6.099249,-10.342037
shinjiw,0,-7.477859,-7.203603
sidneyteixeirajr,2,-2.5118785,-4.741794
silvio7,11,-3.0864635,-1.4827461
simon_graesboell,9,-7.91193,-4.7056875
smatticus,8,-2.4645014,-8.477928
sofia_marino_siqueira,8,-2.7603736,-8.727564
sofiabonato,7,-5.9213166,-10.739711
sofiacasali,1,-4.5524344,-8.209399
sofiatura,3,-12.187974,-2.6881933
sofiuras,6,1.5802,-3.129781
sol25,8,-1.4816663,-7.543419
sosaguirre,8,-3.5545056,-7.7712593
soso12010,5,-5.036134,-2.4510188
spinachpapi,0,-8.021104,-7.76819
sr604,8,-2.9300132,-8.653166
stan9564,11,-2.781745,-1.6070964
stefanicaldeira,1,-4.0397305,-6.0089297
stefanvdakker,9,-7.9653397,-4.5959034
steinhaus,1,-3.6549652,-7.335077
stelladauer,0,-9.031966,-7.094707
stellalps,7,-6.892849,-9.096634
stephanieteodoro,13,-6.026208,-0.7450368
stephannesmiths,4,-6.407143,-5.8748875
stevebrazil,7,-5.7056336,-10.886477
suely57933,12,-5.484839,-3.932327
sunny1az,9,-7.754461,-4.4911237
suzanaursi,10,-1.4209846,-5.320962
suzetteildavilarinho,0,-8.388686,-7.0440226
suzie_,0,-8.139571,-7.5499783
t254803,9,-7.912924,-4.1228347
tadeuvicente,10,-1.6909574,-5.13633
taguato_guassu,4,-5.4179025,-4.603
taina_t_furtado,2,-3.2119386,-4.626367
tais75398,8,-2.3695536,-7.5953884
tales_casalta,6,1.0913881,-3.2584143
talita36,12,-6.013581,-3.386563
tan_ia,1,-4.646816,-8.215148
tatianamiyake,7,-5.93629,-10.812356
tatiejoseoka,5,-4.5493064,-3.8194926
tatyana_kolesnikova,12,-6.1662436,-2.7504232
taynaracandido,1,-3.8459806,-7.353275
tegholmes,8,-2.4405015,-8.680799
teresacoelho,13,-6.237906,-1.0780185
teuctzintli,1,-4.863661,-7.5384502
tfalotico,13,-5.9778194,-0.64066637
tfrancoy,11,-1.6383427,-2.2404122
tg_h2,9,-7.3261046,-3.706565
thainaaltafini,3,-12.521472,-2.031111
thainagelli,12,-6.47305,-2.8673337
thais75092,5,-4.477408,-3.687871
thaisueda,8,-3.0194,-7.392636
thaleshteixeira,3,-12.217006,-2.8948567
thaynna,1,-4.524222,-8.298787
thaynsb_,0,-9.604567,-7.0309725
the_chosen_one2,8,-1.3390495,-7.309563
thegiovannna,0,-8.001101,-7.5552626
theohtempi,8,-3.211624,-8.121438
theolima,8,-2.7346888,-7.2391996
thiago19,9,-7.1438675,-3.7577522
thiagoantunes2018,2,-1.5102954,-3.7816632
thiagogasp,4,-6.2742805,-6.197603
thiagold777,9,-7.7308335,-4.5443096
thiagoo110907,6,1.5341594,-3.0422966
thiagoprosa,3,-12.956548,-2.2771082
thiagowf,8,-3.3459136,-8.3638115
thierrybalafina,2,-2.7789907,-4.348385
thintropidi,1,-4.9136124,-6.996618
thomasrebling,3,-12.319471,-2.7042987
thomass2,1,-4.0100236,-6.0638433
thoshio,3,-12.077515,-2.6027186
tiago_freitas,13,-5.9216094,-0.60375816
tiagolubiana,4,-5.185009,-4.358257
tiagowhately,1,-4.3089585,-7.159242
ticoswildstudio,9,-7.0851107,-4.6325502
timhirsch,4,-5.530787,-4.9078884
toliu,5,-4.730464,-3.5934005
tomaz_melo,5,-4.4383006,-3.7363858
tomdriscoll,9,-7.776379,-4.689145
tomie,0,-9.475419,-6.5638585
tomkyee,7,-4.9188795,-9.423299
trfsinani,0,-8.121388,-8.033316
trutankamon,1,-5.1450753,-7.340742
trystnw,11,-1.6600814,-2.2162263
ttls_x,1,-4.655139,-8.230919
tubarinhotubarao,7,-5.116891,-10.050331
tudopradarcerto,0,-9.457277,-6.4318366
typicaloldworldpigeon,10,-1.395816,-5.8624024
udcmrk,1,-3.6566024,-7.311174
uedagrill,5,-4.3564296,-1.5319475
uheise,7,-5.0869527,-10.074546
umhectareoficial,10,-1.3916426,-5.4880185
urbanbio,4,-5.743572,-5.420228
urbinaurbana,0,-7.3036103,-7.396861
vacastro,3,-13.36032,-2.4647157
vagner1012,1,-3.4438016,-7.269544
vagnerbio,0,-9.507726,-6.773936
valdeir3,13,-6.225512,-1.1000869
valdineia,5,-4.5393023,-3.7096276
valentina823,4,-6.5921164,-6.120637
valerio984,2,-1.6682389,-3.6158617
valmoun,8,-2.7724342,-8.460336
van_rrangel,1,-4.652238,-8.117541
vanessa1519,0,-7.894691,-8.045589
vanessa_trally,4,-4.563123,-4.9408064
vanglezza_menon,0,-7.609415,-6.9458528
vaz-treehunter,10,-2.4377835,-6.231194
velociraptor48,2,-2.604291,-4.414556
vera294,3,-12.472635,-2.317807
vera_lelena,11,-3.1967254,-1.4849372
veralelena,8,-2.2700825,-7.8909006
vergacas,13,-6.018909,-0.796276
veronicacantarella,0,-8.177169,-7.481541
vich_66,3,-12.51551,-2.553806
vicogm,1,-4.9131937,-6.339501
victor1passaro,3,-12.269552,-2.6326413
victor2130,10,-1.5578594,-5.7870893
victor65442,0,-8.332965,-7.0356345
victor_kenzo,2,-3.3178964,-4.668521
victorbeccari,4,-5.259881,-4.508732
victorevaristodossantos,9,-7.172018,-5.49534
victorghirotto,11,-3.2853973,-1.5931149
victorgomess_,4,-4.714325,-4.5761876
victoria1580,8,-1.5573479,-7.616818
victoria33216,9,-7.110768,-4.9480114
victoriau99,3,-12.831129,-2.031536
videlzinha,7,-5.082056,-10.021712
viegasrafa,9,-7.412085,-5.0370693
vieira55,9,-7.750945,-4.582461
viivi5,7,-4.514684,-9.801996
vini273,12,-5.9317064,-4.214376
vinicavalheiro,1,-4.6119666,-8.194012
vinicius_tesch,3,-12.409332,-2.6077487
viniciuschagas,8,-2.851266,-8.258557
vinifranzese,5,-4.534517,-3.7481127
violeta_regnier_galvao,2,-1.8773911,-3.6227925
vitanyxavier,0,-8.032194,-7.6089773
vitoba,1,-4.422604,-8.358115
vitor1213132,7,-6.8834324,-9.1151085
vitor154,9,-7.4317174,-4.682252
vitor177,12,-7.1043677,-3.218581
vitor32006,3,-12.618802,-2.5890923
vitor35571,0,-7.923132,-7.8832393
vitor_nascimento,1,-4.696291,-8.156881
vitor_sagui,5,-3.9429452,-3.1660945
vitoranjos,10,-1.5836421,-5.0545883
vitorcarrillo,12,-5.342408,-3.960338
vitoria114,0,-9.461303,-6.460141
vitoria_nogueira,3,-13.421049,-2.4703727
vitoriafrias,5,-3.9394662,-3.2452602
vitoriamedina,9,-7.2153735,-5.054778
vitormilanese,4,-6.8144064,-5.655718
vitorolivelraa,1,-3.8710365,-7.387108
vitorrolflaube,4,-6.3440905,-5.979873
vitulogia,0,-7.3762403,-7.3739314
viviane92,4,-6.0846505,-5.975227
viviane_picoli_boratini_crivoi,5,-4.34961,-3.8935006
vivianek,10,-2.4181452,-5.657655
vivianeribeiro,3,-13.038775,-3.100379
vivinat,1,-4.418573,-5.977661
vmanoeu,11,-2.6682637,-1.6662865
vmluce,13,-6.1150694,-1.1500113
volpe00,4,-5.468667,-5.632152
vozrozhd,7,-5.9742994,-10.572903
wafflepill,0,-8.2700405,-6.9684587
wagnerflorentino,7,-5.4960985,-10.7675085
walber6,0,-9.553046,-7.10378
wanderson_salazar,0,-7.815086,-8.1930485
wanfredo,4,-5.7189603,-5.983788
washingtonsarago,1,-4.831647,-6.4460354
waspboy,9,-7.313673,-3.7191005
wbsimey,1,-4.1970997,-7.469321
wenderlima,4,-6.884307,-5.650468
wesley87,8,-2.175924,-8.379211
west_wind,3,-12.84703,-2.641748
willian2540,8,-3.3758981,-8.129337
willian97350,8,-1.9577769,-8.200154
willianjames128,10,-1.5320668,-6.61229
willianjames7,8,-2.682419,-8.485301
wilmaxavierdossantos,1,-3.7432687,-7.2148786
wilsonfranca,10,-1.3846515,-4.938602
wim24,8,-2.698251,-8.845326
wonderlandy,12,-6.1235867,-3.2942073
woogi966,10,-1.9161304,-5.1780663
workinggardens,1,-4.5518765,-8.2309675
wrthxr,10,-1.1034476,-6.0104866
wsechrest,7,-6.914657,-9.108688
wyckyd,3,-13.47184,-2.4709988
xenomorph17,6,1.5288767,-3.0520318
yami42,1,-4.0618367,-5.919472
yana_tsay,4,-5.224967,-5.6352243
yanacypimentel,0,-9.115056,-6.9642463
yanlima,3,-13.3346405,-2.5387495
yanmarrese,10,-1.6069056,-5.5156264
yaramouranatu,2,-3.3127358,-4.7048535
yasmin4429,7,-6.134205,-10.325296
yomarcus,7,-5.541478,-10.915492
yone1,6,1.5495933,-3.0937562
yoviajo,7,-5.7007284,-10.797201
yujin25,13,-6.0290475,-0.78289086
yukiinoue,11,-3.1577566,-1.4507066
yuri43,0,-8.156283,-6.9078093
yuriemanuel,8,-2.2343106,-8.603592
yurigabriel,0,-8.06821,-7.6474285
yurillyn,0,-8.312516,-6.977537
yuriumari,4,-4.594985,-4.8209624
yuushimada,8,-1.4752947,-7.47548
yvhun,6,0.33229068,-4.9754696
zamoner_maristela,7,-5.2220945,-10.145745
zedenil,0,-7.6144614,-6.9381504
zeximbico,0,-9.453322,-7.083878
zihan_cai,0,-9.545488,-7.0513115
zilezi,12,-7.120178,-3.4749248
zjesko,0,-8.764569,-7.022995
zoodothalis,1,-5.114062,-7.3880854
